Tweet_Content,First_Level_True,First_Level_Pred,Second_Level_True,Second_Level_Pred,Sentiment
astrazeneca covid-19 vaccine huge setback for australias hopes,1,1,3,3,Positive
trump is a liar trump lies about everything america cannot trust trump trump operates a notorious criminal enterprise in the white house trump purposely lied about the coronavirus trump knew the virus was an airborne contagion trump is putin in flesh,0,0,1,1,Negative
trumps lack of leadership and denying the american public the truth had more to do with infections than any other single factor and you can repeat trumps talking points all you want but the american public knows trump lied amp are not buying it,1,1,3,3,Positive
 gtgtbiden down-plays viruscnn goes silent,1,1,3,3,Neutral
coronavirus 9 in 10 pupils back in school at start of term  tes,0,0,1,1,Neutral
seems like you want people to panic where were these warnings when you knew how deadly the coronavirus was,0,0,0,0,Negative
right after trump on january 31st declared coronavirus a us public health emergency which means everyone knew by then no panic what did we get from democrats amp their lapdog media impeachment coverage amp encouragement to go have fun amp no panic,0,0,0,0,Positive
i have stopped following morgan this pandemic is not just coronavirus but liked you said it is a pandemic of fear to make us all followers of whatever the hell is really going on in this world im not saying there isnt anything im saying that someone is controlling it,0,0,0,0,Positive
is coronavirus stages of grief a thing because i am think im cycling through have been really sad about it the past few days and today i woke up fighting mad,0,0,1,1,Negative
several different covid19 trials put on hold as volunteers quit coronavirus trial in spain amid concerns another trial in uk placed on hold also im not stirring fear just worried about side effects from potential vaccines new york daily news,0,0,0,0,Positive
expressexplained  since the start of this month tamil nadu has been reporting more recoveries every day than new covid infections while this is not the first time this is certainly the longest period of time that this trend has held on in the state,1,1,3,3,Positive
unexpected covid-19 infection symptoms include lesions on patients hands and feet nausea diarrhea loss of smell blood clots and confusion -,1,1,3,3,Positive
schools across the country are searching for ways to reopen without risking a covid19 surge experts say improving air flow is crucial and might start with something as simple as opening a window has more on the spectrum news app,1,1,3,3,Positive
every september11 we remember the 2977 we lost to the attack on that day we were united against terrorism and immediately leapt into action as of today we have lost 197029 from coronavirus and we just wait for it to disappear where is the outrage the call to action,0,0,1,1,Positive
alert 2 california deputies shot in apparent ambush anger and protests follow global pandemic news  coronavirus covid19 protests -,0,0,1,1,Negative
i wanted to always play it down i still like playing it down because i dont want to create a panic trump said on march 19 to woodward,1,1,2,2,Negative
be different if the coronavirus and flu attack someone at the same time though thats the only thing thats a little worrisome but by itself the coronavirus seems like it isnt as lethal it just infects fast,0,0,1,1,Positive
cnn play it down trump admits to concealing the true threat of coronavirus in new woodward book via,0,0,1,1,Positive
poll most americans worry political pressure will lead to premature approval of a covid-19 vaccine half say they would not get a free vaccine approved before election day,1,1,2,2,Positive
coupa ceo talks to shares thoughts about communityintelligence during the times of covid amp more ci,1,1,3,3,Positive
in book rage admits to concealing true threat of covid19 dr fauciis quoted telling others trumps leadership was rudderless amp that his attention span is like a minus number duffusdonaldtrump,1,1,3,3,Positive
the us department of agriculture usda farm service agency fsa is extending the deadline for farmers and ranchers to apply for the coronavirus food assistance program cfap from sept 11 2020 to oct 9 2020 for producers in louisiana,0,0,1,1,Neutral
trump says perhaps he misled public on coronavirus to reduce panic,0,0,0,0,Neutral
ok bud why in the living fuck would riots not spread coronavirus and the rally would here in sd at the heart of where the rally was held has seen no significant change and all cases are asymptomatic so pull your head out of your ass were not buying the fear anymore,0,0,0,0,Negative
look at north koreas or russias experiences since their communist and socialist with coronavirus world leaders conflict with china racial violence police brutality etc maybe youd lump it all together and say its a symptom of communism and socialism,0,0,1,1,Neutral
operationmockingbird at it again with the covid-19 fear mongering now babies are spreading the virus despite not being sick,1,1,2,2,Negative
one less thing to worry about,1,1,2,2,Negative
canadas top doctor sounds alarm over rising coronavirus cases as schools reopen,0,0,1,1,Positive
in new tapes president trump admits to bob woodward he concealed critical details he knew about the coronavirus i wanted to always play it down,0,0,1,1,Negative
deliver a safe environment focused on the health and well-being of employees customers and visitors by adding captivatescan to your space covid19 coronavirus safety reopening temperaturecheck backtowork check it out,0,0,1,1,Positive
updated september 17 2020 1250 gmt united states coronavirus cases 6829951 deaths  201403 dont worry about it it clownald itll all go away one day like coronavirus or the dead us citizens,0,0,0,0,Negative
